Q1,Q2,Q3,Q4,Q5_Partner,Q5_Friends,Q5_Siblings,Q5_Co-worker,Q6_Skyscrapers,Q6_Sport,Q6_Art_and_Music,Q6_Carnival,Q6_Cuisine,Q6_Economic,Q7_capped,Q8_capped,Q9_capped,Q10_wordcount,Q10_kw_tallest,Q10_kw_carnival,Q10_kw_eiffel,Q10_kw_skyscraper,Label
4,3.0,4.0,4,1,1,0,0,6.0,1.0,3.0,4.0,5.0,2.0,25.0,3.0,2.0,3,0,0,0,0,Dubai
3,3.0,4.0,4,0,1,0,0,5.0,1.0,6.0,4.0,3.0,2.0,17.0,2.0,2.0,15,0,0,0,0,Dubai
4,3.0,3.0,3,1,1,1,1,6.0,3.0,3.0,3.0,3.0,6.0,25.0,5.0,5.0,1,0,0,0,0,Dubai
4,4.0,4.0,2,0,0,0,1,6.0,2.0,3.0,2.0,3.0,5.0,24.0,3.0,5.0,14,0,0,0,0,Dubai
5,3.0,2.0,2,1,1,1,1,6.0,2.0,3.0,2.0,4.0,5.0,20.0,5.0,4.0,5,0,0,0,0,Dubai
5,3.0,4.0,3,1,1,1,1,6.0,4.0,1.0,2.0,3.0,5.0,25.0,6.0,6.0,5,0,0,0,0,Dubai
5,3.0,4.0,3,0,1,0,0,6.0,1.0,2.0,1.0,3.0,5.0,30.0,3.0,3.0,4,0,0,0,0,Dubai
4,3.0,2.0,5,0,1,0,1,6.0,2.0,2.0,3.0,3.0,6.0,20.0,2.0,1.0,3,0,0,0,0,Dubai
4,5.0,5.0,4,1,0,0,0,6.0,2.0,3.0,4.0,5.0,6.0,30.0,2.0,5.0,1,0,0,0,0,Dubai
3,3.0,4.0,4,0,1,0,0,4.0,4.0,4.0,4.0,6.0,5.0,20.0,5.0,7.0,8,0,0,0,0,Dubai
3,4.0,5.0,2,1,0,0,0,6.0,3.0,1.0,3.0,3.0,6.0,10.0,2.0,5.0,3,0,0,0,0,Dubai
4,2.0,5.0,1,0,1,1,0,6.0,4.0,3.0,1.0,2.0,5.0,20.0,5.0,5.0,11,0,0,0,0,Dubai
5,4.0,2.0,2,1,0,1,0,6.0,1.0,1.0,2.0,1.0,5.0,20.0,4.0,2.0,1,0,0,0,0,Dubai
5,5.0,5.0,3,1,1,1,0,6.0,2.0,2.0,4.0,6.0,6.0,20.0,3.0,4.0,6,0,0,0,0,Dubai
5,5.0,5.0,3,1,1,1,0,5.0,3.0,1.0,2.0,4.0,6.0,20.0,5.0,3.0,8,0,0,0,0,Dubai
5,3.0,5.0,3,1,1,1,0,6.0,3.0,4.0,2.0,1.0,5.0,30.0,3.0,8.0,4,0,0,0,0,Dubai
4,3.0,5.0,3,1,1,0,0,6.0,1.0,3.0,4.0,5.0,2.0,15.0,3.0,5.0,0,0,0,0,0,Dubai
3,4.0,2.0,1,0,1,0,1,5.0,2.0,3.0,1.0,4.0,6.0,24.0,4.0,6.0,17,0,0,0,0,Dubai
4,3.0,3.0,2,0,0,0,1,6.0,2.0,3.0,4.0,1.0,5.0,29.0,4.0,3.0,4,0,0,0,0,Dubai
4,2.0,4.0,4,1,1,1,0,6.0,4.0,2.0,1.0,3.0,5.0,20.0,5.0,10.0,6,0,0,0,0,Dubai
5,3.0,4.0,4,1,1,1,0,6.0,4.0,5.0,5.0,3.0,6.0,23.0,3.0,5.0,8,0,0,0,0,Dubai
5,4.0,3.0,1,1,1,0,0,6.0,2.0,3.0,4.0,1.0,4.0,25.0,3.0,4.0,10,1,0,0,0,Dubai
4,4.0,5.0,2,1,1,0,0,6.0,1.0,1.0,1.0,4.0,5.0,30.0,2.0,5.0,16,0,0,0,0,Dubai
4,3.0,4.0,3,0,1,0,0,5.0,3.0,5.0,2.0,5.0,3.0,28.0,4.0,1.0,9,0,0,0,0,Dubai
5,4.0,4.0,1,0,1,1,0,6.0,3.0,4.0,2.0,5.0,6.0,24.0,3.0,4.0,12,0,0,0,0,Dubai
4,2.0,2.0,2,1,0,0,0,6.0,4.0,2.0,4.0,3.0,5.0,20.0,5.0,4.0,4,0,0,0,0,Dubai
3,1.0,3.0,3,0,1,0,0,6.0,3.0,2.0,1.0,4.0,5.0,5.0,3.0,5.0,1,0,0,0,1,Dubai
5,4.0,5.0,5,1,0,0,0,6.0,2.0,1.0,2.0,3.0,6.0,15.0,4.0,10.0,4,0,0,0,0,Dubai
5,5.0,5.0,2,1,1,0,0,6.0,1.0,3.0,2.0,4.0,5.0,20.0,2.0,2.0,6,0,0,0,0,Dubai
4,4.0,5.0,2,1,0,0,0,6.0,4.0,2.0,2.0,1.0,4.0,24.0,7.0,7.0,4,0,0,0,0,Dubai
4,5.0,1.0,3,0,1,0,1,1.0,5.0,6.0,4.0,3.0,2.0,37.0,5.0,10.0,0,0,0,0,0,Dubai
5,3.0,5.0,4,1,1,0,0,1.0,4.0,6.0,3.0,5.0,2.0,15.0,4.0,8.0,3,0,0,0,0,Dubai
4,5.0,4.0,1,0,0,1,0,6.0,2.0,1.0,3.0,5.0,4.0,5.0,3.0,4.0,4,0,0,0,0,Dubai
5,5.0,4.0,5,1,1,1,1,5.0,1.0,3.0,4.0,2.0,6.0,17.0,3.0,5.0,19,0,0,0,0,Dubai
5,3.0,4.0,3,0,1,0,0,6.0,3.0,4.0,4.0,3.0,6.0,24.0,4.0,10.0,3,0,0,0,0,Dubai
4,1.0,4.0,3,0,0,1,1,4.0,3.0,2.0,2.0,3.0,2.0,30.0,6.0,4.0,9,0,0,0,1,Dubai
5,1.0,5.0,4,0,1,1,0,6.0,1.0,4.0,3.0,2.0,5.0,25.0,4.0,7.0,11,0,0,0,0,Dubai
4,4.0,3.0,2,1,1,0,0,6.0,1.0,2.0,1.0,2.0,5.0,30.0,6.0,2.0,5,0,0,0,0,Dubai
4,3.0,4.0,3,1,1,0,0,5.0,1.0,3.0,4.0,2.0,6.0,20.0,3.0,3.0,10,0,0,0,0,Dubai
5,4.0,3.0,3,1,1,0,0,6.0,2.0,3.0,2.0,6.0,6.0,20.0,2.0,10.0,6,0,0,0,0,Dubai
4,5.0,2.0,3,0,1,0,0,5.0,2.0,3.0,4.0,1.0,6.0,20.0,5.0,5.0,1,0,0,0,0,Dubai
2,4.0,4.0,4,1,1,0,0,6.0,5.0,4.0,2.0,3.0,1.0,20.0,3.0,5.0,14,0,0,0,0,Dubai
4,4.0,4.0,3,1,1,0,0,6.0,3.0,2.0,3.0,2.0,5.0,20.0,4.0,6.0,2,0,0,0,0,Dubai
3,2.0,5.0,2,1,1,0,0,6.0,3.0,2.0,1.0,4.0,5.0,20.0,4.0,6.0,8,0,0,0,0,Dubai
5,1.0,4.0,1,1,0,1,0,6.0,2.0,1.0,3.0,4.0,5.0,25.0,5.0,5.0,4,0,0,0,0,Dubai
5,2.0,4.0,2,1,1,0,0,6.0,4.0,1.0,3.0,2.0,5.0,30.0,2.0,3.0,5,0,0,0,0,Dubai
5,3.0,4.0,2,0,1,0,0,6.0,4.0,4.0,1.0,4.0,5.0,35.0,4.0,2.0,4,0,0,0,0,Dubai
5,4.0,5.0,3,1,1,0,0,6.0,3.0,2.0,4.0,1.0,5.0,20.0,5.0,5.0,3,0,0,0,0,Dubai
4,4.0,2.0,2,1,0,0,0,6.0,5.0,2.0,6.0,5.0,1.0,25.0,5.0,3.0,19,0,0,0,0,Dubai
5,4.0,5.0,5,1,1,1,1,6.0,2.0,3.0,4.0,1.0,5.0,20.0,4.0,5.0,4,0,0,0,0,Dubai
5,3.0,5.0,3,1,1,1,1,5.0,2.0,4.0,1.0,4.0,6.0,35.0,5.0,4.0,3,0,0,0,0,Dubai
4,5.0,5.0,2,1,1,0,0,6.0,2.0,3.0,1.0,4.0,5.0,20.0,3.0,40.0,8,0,0,0,0,Dubai
4,3.0,4.0,3,0,1,0,0,5.0,1.0,3.0,2.0,4.0,6.0,30.0,5.0,7.0,5,0,0,0,0,Dubai
4,3.0,4.0,1,1,0,0,0,1.0,5.0,3.0,6.0,4.0,2.0,20.0,2.0,1.0,4,0,0,0,0,Dubai
5,4.0,5.0,2,0,1,0,0,6.0,2.0,3.0,2.0,4.0,6.0,26.0,3.0,4.0,4,0,0,0,0,Dubai
5,4.0,5.0,3,0,1,0,1,5.0,2.0,3.0,1.0,4.0,6.0,21.0,6.0,7.0,4,0,0,0,0,Dubai
5,4.0,5.0,3,1,1,0,0,6.0,4.0,2.0,1.0,3.0,5.0,19.0,5.0,6.0,4,0,0,0,0,Dubai
5,4.0,3.0,2,0,1,0,0,6.0,3.0,2.0,1.0,4.0,5.0,22.0,5.0,3.0,6,0,0,0,0,Dubai
5,4.0,4.0,2,0,1,1,0,1.0,1.0,1.0,6.0,6.0,5.0,20.0,8.0,15.0,15,0,0,0,0,Dubai
5,3.0,4.0,2,0,1,0,0,6.0,3.0,2.0,1.0,4.0,5.0,30.0,4.0,6.0,6,0,0,0,0,Dubai
4,2.0,4.0,4,0,1,1,0,6.0,1.0,3.0,2.0,5.0,4.0,35.0,4.0,4.0,2,0,0,0,0,Dubai
5,5.0,4.0,4,1,0,0,0,5.0,4.0,3.0,3.0,3.0,6.0,38.0,3.0,3.0,12,0,0,0,0,Dubai
3,2.0,2.0,2,0,0,1,1,6.0,4.0,3.0,2.0,1.0,5.0,20.0,2.0,2.0,3,0,0,0,0,Dubai
5,4.0,3.0,3,1,1,0,0,5.0,2.0,2.0,3.0,3.0,6.0,20.0,3.0,4.0,3,0,0,0,0,Dubai
5,4.0,4.0,4,1,1,0,0,1.0,6.0,5.0,4.0,3.0,2.0,25.0,3.0,15.0,4,0,0,0,0,Dubai
4,3.0,2.0,5,1,1,0,1,2.0,5.0,5.0,5.0,5.0,3.0,28.0,3.0,8.0,4,0,0,0,0,Rio de Janeiro
4,3.0,4.0,5,1,1,0,0,1.0,4.0,5.0,6.0,3.0,2.0,23.0,4.0,10.0,3,0,1,0,0,Rio de Janeiro
3,4.0,2.0,4,0,1,0,0,1.0,5.0,6.0,4.0,3.0,2.0,24.0,5.0,10.0,2,0,0,0,0,Rio de Janeiro
5,4.0,2.0,5,1,1,0,0,2.0,4.0,6.0,5.0,3.0,1.0,12.0,2.0,5.0,2,0,0,0,0,Rio de Janeiro
3,2.0,3.0,5,1,1,0,0,2.0,6.0,4.0,5.0,3.0,1.0,23.0,2.0,3.0,9,0,0,0,0,Rio de Janeiro
2,2.0,3.0,5,0,0,1,0,4.0,5.0,3.0,6.0,2.0,1.0,28.0,4.0,3.0,11,0,0,0,0,Rio de Janeiro
4,2.0,4.0,5,1,1,1,0,2.0,6.0,5.0,1.0,4.0,3.0,20.0,7.0,11.0,4,0,0,0,0,Rio de Janeiro
2,3.0,5.0,3,0,1,0,0,4.0,2.0,2.0,2.0,2.0,2.0,20.0,1.0,1.0,1,0,0,0,0,Rio de Janeiro
3,2.0,4.0,5,0,1,0,0,1.0,5.0,5.0,6.0,2.0,1.0,33.0,3.0,10.0,2,0,1,0,0,Rio de Janeiro
4,1.0,3.0,5,1,0,0,0,1.0,2.0,6.0,5.0,4.0,3.0,27.0,2.0,1.0,4,0,0,0,0,Rio de Janeiro
4,3.0,4.0,5,0,1,0,0,1.0,2.0,6.0,5.0,4.0,3.0,25.0,3.0,5.0,4,0,0,0,0,Rio de Janeiro
3,2.0,5.0,4,1,1,0,0,1.0,6.0,5.0,4.0,3.0,2.0,30.0,1.0,3.0,5,0,0,0,0,Rio de Janeiro
4,1.0,4.0,5,0,1,0,0,1.0,6.0,5.0,6.0,3.0,2.0,25.0,2.0,5.0,6,0,1,0,0,Rio de Janeiro
5,4.0,4.0,5,0,1,0,0,3.0,2.0,4.0,1.0,5.0,6.0,27.0,3.0,4.0,3,0,0,0,0,Rio de Janeiro
3,2.0,2.0,4,0,1,1,0,2.0,6.0,5.0,3.0,1.0,4.0,27.0,2.0,3.0,1,0,0,0,0,Rio de Janeiro
4,3.0,3.0,5,1,1,0,0,1.0,6.0,5.0,4.0,3.0,2.0,30.0,3.0,3.0,5,0,0,0,0,Rio de Janeiro
5,4.0,1.0,5,0,1,0,0,1.0,6.0,5.0,6.0,1.0,2.0,5.0,1.0,4.0,3,0,1,0,0,Rio de Janeiro
4,3.0,5.0,5,1,1,1,0,4.0,6.0,6.0,6.0,6.0,4.0,22.0,4.0,3.0,15,0,0,0,0,Rio de Janeiro
4,4.0,3.0,5,1,1,0,0,1.0,5.0,4.0,6.0,3.0,2.0,25.0,3.0,5.0,6,0,0,0,0,Rio de Janeiro
3,3.0,3.0,4,0,0,1,0,3.0,6.0,4.0,5.0,2.0,1.0,28.0,3.0,3.0,10,0,0,0,0,Rio de Janeiro
4,3.0,4.0,5,1,0,0,0,1.0,5.0,3.0,6.0,4.0,2.0,20.0,3.0,3.0,7,0,0,0,0,Rio de Janeiro
4,3.0,2.0,5,0,0,1,0,3.0,3.0,6.0,6.0,6.0,4.0,15.0,1.0,5.0,9,0,0,0,0,Rio de Janeiro
4,4.0,4.0,5,1,1,0,0,2.0,6.0,3.0,5.0,1.0,4.0,25.0,3.0,2.0,5,0,0,0,0,Rio de Janeiro
1,3.0,5.0,5,0,1,0,0,3.0,6.0,6.0,6.0,3.0,1.0,30.0,2.0,3.0,3,0,0,0,0,Rio de Janeiro
4,3.0,3.0,4,1,0,1,0,1.0,6.0,3.0,5.0,4.0,2.0,30.0,2.0,3.0,3,0,0,0,0,Rio de Janeiro
5,2.0,3.0,5,1,1,1,0,1.0,6.0,4.0,5.0,3.0,2.0,30.0,3.0,5.0,4,0,0,0,0,Rio de Janeiro
3,3.0,2.0,5,0,1,0,0,1.0,6.0,3.0,6.0,2.0,2.0,15.0,1.0,3.0,16,0,0,0,0,Rio de Janeiro
4,5.0,3.0,5,0,1,0,0,2.0,6.0,5.0,4.0,3.0,1.0,28.0,2.0,8.0,3,0,0,0,0,Rio de Janeiro
3,2.0,4.0,3,0,1,0,0,1.0,6.0,2.0,5.0,3.0,2.0,27.0,3.0,10.0,1,0,0,0,0,Rio de Janeiro
3,4.0,5.0,5,1,1,1,0,1.0,5.0,6.0,3.0,4.0,2.0,30.0,4.0,4.0,5,0,0,0,0,Rio de Janeiro
4,4.0,5.0,3,1,1,1,0,3.0,2.0,4.0,1.0,6.0,5.0,5.0,4.0,3.0,9,0,0,0,0,Rio de Janeiro
3,2.0,3.0,5,1,0,0,0,4.0,6.0,3.0,5.0,1.0,2.0,20.0,2.0,1.0,3,0,0,0,0,Rio de Janeiro
4,4.0,1.0,5,0,0,1,0,1.0,5.0,4.0,6.0,3.0,2.0,30.0,1.0,2.0,4,0,1,0,0,Rio de Janeiro
3,2.0,3.0,4,1,1,1,0,3.0,5.0,5.0,5.0,5.0,3.0,20.0,3.0,3.0,7,0,0,0,0,Rio de Janeiro
2,4.0,4.0,3,1,1,1,0,2.0,3.0,5.0,5.0,5.0,3.0,20.0,4.0,5.0,1,0,0,0,0,Rio de Janeiro
3,3.0,4.0,5,0,0,0,1,1.0,6.0,4.0,6.0,3.0,6.0,35.0,1.0,4.0,1,0,0,0,0,Rio de Janeiro
4,4.0,4.0,5,0,1,0,0,3.0,6.0,5.0,6.0,5.0,3.0,25.0,3.0,3.0,8,0,0,0,0,Rio de Janeiro
4,4.0,3.0,5,1,1,0,0,3.0,5.0,5.0,6.0,4.0,3.0,12.0,2.0,6.0,3,0,1,0,0,Rio de Janeiro
4,2.0,2.0,5,1,1,0,0,2.0,6.0,5.0,6.0,3.0,1.0,30.0,2.0,4.0,6,0,1,0,0,Rio de Janeiro
3,2.0,1.0,5,0,0,1,0,1.0,6.0,5.0,4.0,3.0,2.0,30.0,2.0,4.0,3,0,0,0,0,Rio de Janeiro
3,2.0,2.0,4,0,1,0,0,1.0,5.0,4.0,3.0,3.0,2.0,15.0,3.0,3.0,9,0,0,0,0,Rio de Janeiro
4,3.0,4.0,5,1,1,0,0,4.0,6.0,4.0,6.0,5.0,3.0,30.0,7.0,7.0,5,0,0,0,0,Rio de Janeiro
3,2.0,2.0,5,0,1,1,1,1.0,6.0,5.0,4.0,3.0,2.0,30.0,3.0,10.0,3,0,0,0,0,Rio de Janeiro
3,2.0,3.0,5,1,1,0,0,1.0,4.0,3.0,5.0,3.0,2.0,32.0,2.0,4.0,13,0,0,0,0,Rio de Janeiro
5,3.0,5.0,5,0,1,0,0,1.0,5.0,4.0,6.0,3.0,2.0,20.0,2.0,2.0,1,0,0,0,0,Rio de Janeiro
4,4.0,3.0,5,1,1,1,0,4.0,6.0,6.0,6.0,5.0,3.0,27.0,3.0,2.0,0,0,0,0,0,Rio de Janeiro
4,2.0,4.0,5,1,1,0,0,1.0,6.0,5.0,3.0,4.0,2.0,25.0,1.0,4.0,2,0,0,0,0,Rio de Janeiro
3,3.0,2.0,4,0,1,0,0,1.0,6.0,5.0,5.0,5.0,1.0,25.0,3.0,4.0,5,0,0,0,0,Rio de Janeiro
4,3.0,3.0,4,0,1,0,0,1.0,6.0,4.0,5.0,3.0,2.0,30.0,3.0,5.0,0,0,0,0,0,Rio de Janeiro
5,4.0,4.0,5,1,1,1,0,1.0,6.0,5.0,2.0,4.0,3.0,35.0,2.0,3.0,9,0,0,0,0,Rio de Janeiro
4,3.0,3.0,5,1,1,0,0,1.0,4.0,5.0,6.0,3.0,2.0,23.0,3.0,4.0,4,0,1,0,0,Rio de Janeiro
4,2.0,3.0,5,1,0,0,0,1.0,4.0,3.0,6.0,4.0,2.0,25.0,2.0,3.0,4,0,0,0,0,Rio de Janeiro
4,5.0,3.0,5,0,1,0,0,2.0,6.0,6.0,6.0,2.0,1.0,24.0,1.0,3.0,0,0,0,0,0,Rio de Janeiro
3,3.0,2.0,4,0,1,0,0,3.0,5.0,6.0,4.0,2.0,1.0,24.0,3.0,3.0,2,0,0,0,0,Rio de Janeiro
3,2.0,4.0,4,1,0,0,0,6.0,6.0,2.0,6.0,1.0,2.0,15.0,2.0,5.0,9,0,0,0,0,Rio de Janeiro
1,1.0,1.0,3,0,0,0,1,1.0,4.0,3.0,3.0,1.0,2.0,30.0,5.0,4.0,6,0,0,0,0,Rio de Janeiro
4,3.0,3.0,5,1,0,0,0,2.0,6.0,5.0,4.0,3.0,1.0,25.0,2.0,4.0,3,0,0,0,0,Rio de Janeiro
3,4.0,3.0,5,0,1,0,1,1.0,5.0,6.0,4.0,3.0,2.0,25.0,3.0,5.0,21,0,0,0,0,Rio de Janeiro
5,2.0,4.0,5,1,0,0,0,1.0,6.0,5.0,6.0,4.0,4.0,27.0,1.0,4.0,15,0,1,0,0,Rio de Janeiro
4,4.0,3.0,5,1,1,0,0,2.0,6.0,6.0,6.0,5.0,4.0,32.0,3.0,4.0,2,0,1,0,0,Rio de Janeiro
3,2.0,1.0,4,1,0,0,0,1.0,5.0,4.0,6.0,3.0,2.0,17.0,3.0,15.0,10,0,0,0,0,Rio de Janeiro
5,4.0,3.0,5,1,1,1,0,1.0,6.0,3.0,5.0,2.0,4.0,30.0,3.0,1.0,11,0,0,0,0,Rio de Janeiro
3,3.0,2.0,4,0,1,0,0,1.0,2.0,4.0,6.0,5.0,3.0,25.0,2.0,4.0,2,0,0,0,0,Rio de Janeiro
3,3.0,3.0,3,1,1,1,1,1.0,5.0,4.0,6.0,3.0,2.0,25.0,4.0,4.0,1,0,0,0,0,Rio de Janeiro
3,1.0,4.0,4,1,1,0,0,1.0,4.0,5.0,6.0,3.0,2.0,25.0,2.0,5.0,7,0,0,0,0,Rio de Janeiro
3,2.0,3.0,5,1,1,0,0,2.0,4.0,6.0,6.0,3.0,3.0,20.0,2.0,3.0,9,0,1,0,0,Rio de Janeiro
4,3.0,5.0,5,0,1,0,0,2.0,6.0,5.0,5.0,4.0,2.0,27.0,4.0,3.0,5,0,0,0,0,Rio de Janeiro
3,2.0,3.0,3,1,1,1,1,1.0,6.0,5.0,2.0,3.0,4.0,18.0,3.0,4.0,7,0,0,0,0,Rio de Janeiro
2,4.0,2.0,4,1,1,0,0,1.0,4.0,5.0,6.0,3.0,2.0,15.0,4.0,3.0,4,0,0,0,0,Rio de Janeiro
5,3.0,3.0,4,1,1,0,0,2.0,5.0,4.0,4.0,3.0,3.0,25.0,3.0,6.0,3,0,0,0,0,Rio de Janeiro
4,3.0,3.0,4,0,0,1,0,1.0,5.0,6.0,3.0,4.0,2.0,25.0,3.0,4.0,4,0,0,0,0,Rio de Janeiro
5,3.0,4.0,5,1,0,1,0,1.0,6.0,4.0,6.0,3.0,3.0,23.0,3.0,4.0,4,0,0,0,0,Rio de Janeiro
5,4.0,4.0,4,0,1,0,0,1.0,6.0,4.0,5.0,3.0,2.0,30.0,2.0,1.0,1,0,0,0,0,Rio de Janeiro
5,2.0,3.0,4,0,0,0,1,1.0,5.0,4.0,6.0,3.0,2.0,20.0,2.0,10.0,5,0,0,0,0,Rio de Janeiro
3,3.0,2.0,5,1,1,0,0,6.0,2.0,3.0,1.0,4.0,5.0,20.0,1.0,4.0,3,0,0,0,0,Rio de Janeiro
3,3.0,2.0,5,1,1,0,0,2.0,6.0,5.0,6.0,4.0,2.0,32.0,1.0,5.0,4,0,0,0,0,Rio de Janeiro
4,4.0,3.0,4,0,1,1,0,1.0,6.0,6.0,6.0,5.0,2.0,35.0,2.0,5.0,1,0,0,0,0,Rio de Janeiro
3,5.0,5.0,5,1,1,1,0,2.0,6.0,5.0,4.0,3.0,1.0,26.0,3.0,6.0,6,0,0,0,0,Rio de Janeiro
4,3.0,5.0,4,0,0,1,0,3.0,4.0,5.0,6.0,5.0,3.0,28.0,2.0,4.0,8,0,0,0,0,Rio de Janeiro
3,1.0,2.0,5,0,1,0,0,2.0,6.0,6.0,6.0,3.0,1.0,30.0,3.0,2.0,1,0,0,0,0,Rio de Janeiro
3,3.0,4.0,5,0,1,0,0,3.0,6.0,4.0,5.0,2.0,1.0,25.0,1.0,2.0,3,0,0,0,0,Rio de Janeiro
4,2.0,3.0,5,1,1,0,0,1.0,5.0,4.0,6.0,3.0,2.0,27.0,3.0,2.0,12,0,0,0,0,Rio de Janeiro
3,4.0,2.0,4,1,0,0,0,3.0,5.0,6.0,6.0,4.0,3.0,25.0,3.0,4.0,6,0,0,0,0,Rio de Janeiro
1,1.0,4.0,1,0,1,0,0,1.0,6.0,5.0,4.0,3.0,2.0,10.0,2.0,5.0,3,0,0,0,0,Rio de Janeiro
4,2.0,3.0,3,0,1,0,0,2.0,6.0,3.0,4.0,2.0,1.0,15.0,2.0,5.0,1,0,0,0,0,Rio de Janeiro
3,3.0,3.0,5,0,1,1,0,1.0,5.0,4.0,6.0,3.0,2.0,20.0,3.0,10.0,3,0,0,0,0,Rio de Janeiro
3,2.0,2.0,5,1,1,0,0,1.0,4.0,6.0,5.0,3.0,2.0,30.0,3.0,3.0,2,0,0,0,0,Rio de Janeiro
3,2.0,3.0,4,1,1,1,0,1.0,4.0,5.0,2.0,6.0,3.0,25.0,3.0,2.0,6,0,0,0,0,Rio de Janeiro
3,2.0,3.0,3,1,1,1,0,1.0,3.0,6.0,5.0,4.0,2.0,27.0,3.0,4.0,3,0,0,0,0,Rio de Janeiro
5,3.0,3.0,4,0,1,1,0,3.0,6.0,4.0,5.0,4.0,3.0,20.0,2.0,4.0,7,0,0,0,0,Rio de Janeiro
3,2.0,3.0,2,1,1,0,0,6.0,5.0,1.0,3.0,2.0,4.0,10.0,2.0,10.0,8,0,0,0,0,Rio de Janeiro
2,1.0,2.0,3,0,1,0,0,1.0,4.0,4.0,5.0,4.0,1.0,32.0,3.0,5.0,1,0,0,0,0,Rio de Janeiro
5,5.0,4.0,5,1,1,1,0,2.0,6.0,6.0,6.0,6.0,3.0,35.0,4.0,10.0,4,0,0,0,0,Rio de Janeiro
3,2.0,3.0,3,1,0,0,0,1.0,6.0,4.0,5.0,3.0,2.0,30.0,2.0,1.0,1,0,0,0,0,Rio de Janeiro
3,3.0,3.0,3,0,1,0,0,2.0,4.0,3.0,4.0,5.0,1.0,20.0,6.0,2.0,3,0,0,0,0,Rio de Janeiro
3,2.0,4.0,5,1,1,0,1,2.0,6.0,4.0,5.0,1.0,3.0,26.0,5.0,20.0,4,0,0,0,0,Rio de Janeiro
5,3.0,4.0,5,1,1,0,1,1.0,6.0,4.0,5.0,3.0,2.0,30.0,4.0,2.0,5,0,0,0,0,Rio de Janeiro
3,2.0,4.0,5,0,1,0,0,1.0,6.0,4.0,4.0,3.0,2.0,34.0,4.0,5.0,1,0,0,0,0,Rio de Janeiro
4,3.0,1.0,5,1,1,0,0,1.0,6.0,4.0,5.0,3.0,2.0,30.0,3.0,5.0,0,0,0,0,0,Rio de Janeiro
3,2.0,2.0,4,1,1,1,0,2.0,4.0,5.0,6.0,3.0,2.0,26.0,2.0,3.0,4,0,0,0,0,Rio de Janeiro
3,3.0,3.0,3,0,0,1,0,6.0,3.0,5.0,2.0,1.0,4.0,30.0,2.0,2.0,3,0,0,0,0,Rio de Janeiro
4,4.0,4.0,5,1,1,1,0,1.0,5.0,5.0,5.0,4.0,1.0,25.0,3.0,6.0,25,0,0,0,0,Rio de Janeiro
5,3.0,4.0,5,1,1,0,0,1.0,6.0,5.0,6.0,3.0,2.0,30.0,2.0,5.0,3,0,0,0,0,Rio de Janeiro
3,5.0,2.0,5,0,1,0,0,2.0,6.0,5.0,5.0,4.0,3.0,25.0,3.0,3.0,4,0,0,0,0,Rio de Janeiro
3,3.0,3.0,4,1,1,1,0,2.0,6.0,4.0,5.0,3.0,1.0,25.0,2.0,2.0,8,0,0,0,0,Rio de Janeiro
3,3.0,3.0,3,1,0,0,0,3.0,3.0,3.0,3.0,3.0,3.0,27.0,3.0,3.0,1,0,0,0,0,Rio de Janeiro
2,1.0,1.0,5,1,0,0,0,1.0,5.0,5.0,6.0,3.0,2.0,30.0,2.0,1.0,0,0,0,0,0,Rio de Janeiro
5,5.0,5.0,5,0,1,1,0,1.0,6.0,5.0,3.0,4.0,2.0,30.0,3.0,25.0,2,0,0,0,0,Rio de Janeiro
4,4.0,4.0,5,1,1,0,0,2.0,6.0,4.0,5.0,3.0,1.0,28.0,2.0,5.0,23,0,1,0,0,Rio de Janeiro
4,4.0,5.0,5,0,1,0,0,1.0,5.0,4.0,6.0,3.0,2.0,35.0,3.0,5.0,3,0,0,0,0,Rio de Janeiro
2,2.0,2.0,2,1,0,0,0,2.0,2.0,2.0,5.0,2.0,2.0,24.0,2.0,2.0,1,0,0,0,0,Rio de Janeiro
3,2.0,3.0,4,0,1,1,0,1.0,5.0,5.0,6.0,4.0,2.0,27.0,2.0,3.0,3,0,0,0,0,Rio de Janeiro
3,2.0,4.0,5,0,1,0,0,2.0,6.0,6.0,6.0,6.0,1.0,28.0,1.0,2.0,2,0,0,0,0,Rio de Janeiro
4,4.0,2.0,5,1,1,0,0,1.0,3.0,5.0,6.0,4.0,2.0,30.0,3.0,5.0,4,0,0,0,0,Rio de Janeiro
4,3.0,2.0,5,1,1,1,0,1.0,5.0,3.0,6.0,4.0,2.0,20.0,7.0,6.0,2,0,0,0,0,Rio de Janeiro
5,4.0,5.0,5,1,1,0,0,1.0,6.0,4.0,5.0,3.0,2.0,20.0,3.0,10.0,1,0,0,0,0,Rio de Janeiro
4,4.0,4.0,5,0,1,0,0,1.0,5.0,4.0,6.0,2.0,3.0,35.0,3.0,5.0,2,0,1,0,0,Rio de Janeiro
3,2.0,2.0,5,1,1,0,0,1.0,5.0,5.0,5.0,1.0,1.0,25.0,2.0,1.0,6,0,0,0,0,Rio de Janeiro
4,3.0,2.0,4,0,1,1,0,1.0,6.0,5.0,4.0,3.0,2.0,26.0,2.0,4.0,7,0,0,0,0,Rio de Janeiro
2,2.0,2.0,4,1,0,0,1,1.0,5.0,5.0,6.0,3.0,2.0,30.0,3.0,3.0,2,0,0,0,0,Rio de Janeiro
